fee_id,payment_id,fee_amt,tax_amt
FEE055032,PAY055109,197,49
FEE055033,PAY055110,416,104
FEE055034,PAY055111,530,133
FEE055035,PAY055112,812,203
FEE055036,PAY055113,522,131
FEE055037,PAY055114,910,228
FEE055038,PAY055115,211,53
FEE055039,PAY055116,451,113
FEE055040,PAY055117,832,208
FEE055041,PAY055118,241,60
FEE055042,PAY055119,802,200
FEE055043,PAY055120,809,202
FEE055044,PAY055121,240,60
FEE055045,PAY055122,184,46
FEE055046,PAY055123,537,134
FEE055047,PAY055124,691,173
FEE055048,PAY055125,198,50
FEE055049,PAY055126,345,86
FEE055050,PAY055127,603,151
FEE055051,PAY055128,464,116
FEE055052,PAY055129,880,220
FEE055053,PAY055130,190,48
FEE055054,PAY055131,43,11
FEE055055,PAY055132,476,119
FEE055056,PAY055133,163,41
FEE055057,PAY055134,410,103
FEE055058,PAY055135,423,106
FEE055059,PAY055136,540,135
FEE055060,PAY055137,167,42
FEE055061,PAY055138,584,146
FEE055062,PAY055139,59,15
FEE055063,PAY055140,925,231
FEE055064,PAY055141,62,16
FEE055065,PAY055142,261,65
FEE055066,PAY055143,704,176
FEE055067,PAY055144,227,57
FEE055068,PAY055145,422,106
FEE055069,PAY055146,258,64
FEE055070,PAY055147,851,213
FEE055071,PAY055148,695,174
FEE055072,PAY055149,696,174
FEE055073,PAY055150,144,36
FEE055074,PAY055151,250,62
FEE055075,PAY055152,69,17
FEE055076,PAY055153,309,77
FEE055077,PAY055154,550,138
FEE055078,PAY055155,720,180
FEE055079,PAY055156,780,195
FEE055080,PAY055157,436,109
FEE055081,PAY055158,394,98
FEE055082,PAY055159,919,230
FEE055083,PAY055160,509,127
FEE055084,PAY055161,387,97
FEE055085,PAY055162,130,33
FEE055086,PAY055163,921,230
FEE055087,PAY055164,825,206
FEE055088,PAY055165,939,235
FEE055089,PAY055166,350,87
FEE055090,PAY055167,416,104
FEE055091,PAY055168,237,59
FEE055092,PAY055169,869,217
FEE055093,PAY055170,906,226
FEE055094,PAY055171,443,111
FEE055095,PAY055172,180,45
FEE055096,PAY055173,235,59
FEE055097,PAY055174,519,130
FEE055098,PAY055175,262,66
FEE055099,PAY055176,574,143
FEE055100,PAY055177,292,73
FEE055101,PAY055178,498,125
FEE055102,PAY055179,134,33
FEE055103,PAY055180,633,158
FEE055104,PAY055181,48,12
FEE055105,PAY055182,509,127
FEE055106,PAY055183,686,171
FEE055107,PAY055184,79,20
FEE055108,PAY055185,845,211
FEE055109,PAY055186,383,96
FEE055110,PAY055187,139,35
FEE055111,PAY055188,138,34
FEE055112,PAY055189,745,186
FEE055113,PAY055190,467,117
FEE055114,PAY055191,277,69
FEE055115,PAY055192,126,32
FEE055116,PAY055193,492,123
FEE055117,PAY055194,307,77
FEE055118,PAY055195,793,198
FEE055119,PAY055196,927,232
FEE055120,PAY055197,421,105
FEE055121,PAY055198,182,46
FEE055122,PAY055199,777,194
FEE055123,PAY055200,794,199
FEE055124,PAY055201,792,198
FEE055125,PAY055202,440,110
FEE055126,PAY055203,845,211
FEE055127,PAY055204,520,130
FEE055128,PAY055205,417,104
FEE055129,PAY055206,765,191
FEE055130,PAY055207,772,193
FEE055131,PAY055208,228,57
FEE055132,PAY055209,228,57
FEE055133,PAY055210,783,196
FEE055134,PAY055211,110,28
FEE055135,PAY055212,467,117
FEE055136,PAY055213,856,214
FEE055137,PAY055214,320,80
FEE055138,PAY055215,680,170
FEE055139,PAY055216,815,204
FEE055140,PAY055217,255,64
FEE055141,PAY055218,169,42
FEE055142,PAY055219,211,53
FEE055143,PAY055220,110,27
FEE055144,PAY055221,905,226
FEE055145,PAY055222,55,14
FEE055146,PAY055223,37,9
FEE055147,PAY055224,638,159
FEE055148,PAY055225,189,47
FEE055149,PAY055226,842,210
FEE055150,PAY055227,712,178
FEE055151,PAY055228,955,239
FEE055152,PAY055229,72,18
FEE055153,PAY055230,847,212
FEE055154,PAY055231,23,6
FEE055155,PAY055232,108,27
FEE055156,PAY055233,550,137
FEE055157,PAY055234,215,54
FEE055158,PAY055235,38,10
FEE055159,PAY055236,24,6
FEE055160,PAY055237,573,143
FEE055161,PAY055238,835,209
FEE055162,PAY055239,590,148
FEE055163,PAY055240,321,80
FEE055164,PAY055241,193,48
FEE055165,PAY055242,348,87
FEE055166,PAY055243,718,180
FEE055167,PAY055244,419,105
FEE055168,PAY055245,186,46
FEE055169,PAY055246,126,32
FEE055170,PAY055247,266,66
FEE055171,PAY055248,155,39
FEE055172,PAY055249,736,184
FEE055173,PAY055250,959,240
FEE055174,PAY055251,316,79
FEE055175,PAY055252,29,7
FEE055176,PAY055253,854,213
FEE055177,PAY055254,666,166
FEE055178,PAY055255,319,80
FEE055179,PAY055256,524,131
FEE055180,PAY055257,542,135
FEE055181,PAY055258,137,34
FEE055182,PAY055259,43,11
FEE055183,PAY055260,195,49
FEE055184,PAY055261,713,178
FEE055185,PAY055262,98,24
FEE055186,PAY055263,605,151
FEE055187,PAY055264,910,227
FEE055188,PAY055265,151,38
FEE055189,PAY055266,320,80
FEE055190,PAY055267,29,7
FEE055191,PAY055268,278,70
FEE055192,PAY055269,72,18
FEE055193,PAY055270,324,81
FEE055194,PAY055271,591,148
FEE055195,PAY055272,122,30
FEE055196,PAY055273,886,221
FEE055197,PAY055274,102,25
FEE055198,PAY055275,873,218
FEE055199,PAY055276,789,197
FEE055200,PAY055277,362,91
FEE055201,PAY055278,170,42
FEE055202,PAY055279,237,59
FEE055203,PAY055280,403,101
FEE055204,PAY055281,180,45
FEE055205,PAY055282,754,189
FEE055206,PAY055283,662,165
FEE055207,PAY055284,797,199
FEE055208,PAY055285,119,30
FEE055209,PAY055286,312,78
FEE055210,PAY055287,234,58
FEE055211,PAY055288,108,27
FEE055212,PAY055289,609,152
FEE055213,PAY055290,36,9
FEE055214,PAY055291,827,207
FEE055215,PAY055292,22,6
FEE055216,PAY055293,747,187
FEE055217,PAY055294,659,165
FEE055218,PAY055295,125,31
FEE055219,PAY055296,947,237
FEE055220,PAY055297,480,120
FEE055221,PAY055298,72,18
FEE055222,PAY055299,430,107
FEE055223,PAY055300,307,77
FEE055224,PAY055301,810,203
FEE055225,PAY055302,638,159
FEE055226,PAY055303,908,227
FEE055227,PAY055304,957,239
FEE055228,PAY055305,596,149
FEE055229,PAY055306,132,33
FEE055230,PAY055307,334,83
FEE055231,PAY055308,854,213
FEE055232,PAY055309,880,220
FEE055233,PAY055310,698,175
FEE055234,PAY055311,221,55
FEE055235,PAY055312,776,194
FEE055236,PAY055313,175,44
FEE055237,PAY055314,197,49
FEE055238,PAY055315,389,97
FEE055239,PAY055316,59,15
FEE055240,PAY055317,839,210
FEE055241,PAY055318,596,149
FEE055242,PAY055319,586,146
FEE055243,PAY055320,33,8
FEE055244,PAY055321,746,187
FEE055245,PAY055322,612,153
FEE055246,PAY055323,499,125
FEE055247,PAY055324,170,43
FEE055248,PAY055325,410,102
FEE055249,PAY055326,938,234
FEE055250,PAY055327,325,81
FEE055251,PAY055328,591,148
FEE055252,PAY055329,65,16
FEE055253,PAY055330,416,104
FEE055254,PAY055331,130,32
FEE055255,PAY055332,391,98
FEE055256,PAY055333,334,84
FEE055257,PAY055334,180,45
FEE055258,PAY055335,736,184
FEE055259,PAY055336,139,35
FEE055260,PAY055337,58,15
FEE055261,PAY055338,549,137
FEE055262,PAY055339,166,41
FEE055263,PAY055340,43,11
FEE055264,PAY055341,317,79
FEE055265,PAY055342,451,113
FEE055266,PAY055343,846,212
FEE055267,PAY055344,440,110
FEE055268,PAY055345,152,38
FEE055269,PAY055346,442,110
FEE055270,PAY055347,330,83
FEE055271,PAY055348,853,213
FEE055272,PAY055349,697,174
FEE055273,PAY055350,252,63
FEE055274,PAY055351,367,92
FEE055275,PAY055352,924,231
FEE055276,PAY055353,834,208
FEE055277,PAY055354,784,196
FEE055278,PAY055355,256,64
FEE055279,PAY055356,117,29
FEE055280,PAY055357,933,233
FEE055281,PAY055358,70,18
FEE055282,PAY055359,280,70
FEE055283,PAY055360,907,227
FEE055284,PAY055361,686,171
FEE055285,PAY055362,868,217
FEE055286,PAY055363,583,146
FEE055287,PAY055364,819,205
FEE055288,PAY055365,472,118
FEE055289,PAY055366,465,116
FEE055290,PAY055367,658,165
FEE055291,PAY055368,429,107
FEE055292,PAY055369,106,27
FEE055293,PAY055370,450,113
FEE055294,PAY055371,74,18
FEE055295,PAY055372,709,177
FEE055296,PAY055373,482,121
FEE055297,PAY055374,911,228
FEE055298,PAY055375,799,200
FEE055299,PAY055376,928,232
FEE055300,PAY055377,36,9
FEE055301,PAY055378,796,199
FEE055302,PAY055379,706,177
FEE055303,PAY055380,455,114
FEE055304,PAY055381,64,16
FEE055305,PAY055382,295,74
FEE055306,PAY055383,811,203
FEE055307,PAY055384,381,95
FEE055308,PAY055385,688,172
FEE055309,PAY055386,485,121
FEE055310,PAY055387,441,110
FEE055311,PAY055388,511,128
FEE055312,PAY055389,301,75
FEE055313,PAY055390,384,96
FEE055314,PAY055391,814,204
FEE055315,PAY055392,720,180
FEE055316,PAY055393,408,102
FEE055317,PAY055394,722,180
FEE055318,PAY055395,387,97
FEE055319,PAY055396,352,88
FEE055320,PAY055397,122,30
FEE055321,PAY055398,190,47
FEE055322,PAY055399,190,47
FEE055323,PAY055400,808,202
FEE055324,PAY055401,869,217
FEE055325,PAY055402,293,73
FEE055326,PAY055403,701,175
FEE055327,PAY055404,537,134
FEE055328,PAY055405,417,104
FEE055329,PAY055406,377,94
FEE055330,PAY055407,251,63
FEE055331,PAY055408,564,141
FEE055332,PAY055409,242,61
FEE055333,PAY055410,868,217
FEE055334,PAY055411,114,29
FEE055335,PAY055412,782,196
FEE055336,PAY055413,899,225
FEE055337,PAY055414,923,231
FEE055338,PAY055415,393,98
FEE055339,PAY055416,373,93
FEE055340,PAY055417,473,118
FEE055341,PAY055418,662,166
FEE055342,PAY055419,257,64
FEE055343,PAY055420,502,126
FEE055344,PAY055421,78,20
FEE055345,PAY055422,236,59
FEE055346,PAY055423,414,104
FEE055347,PAY055424,160,40
FEE055348,PAY055425,843,211
FEE055349,PAY055426,395,99
FEE055350,PAY055427,805,201
FEE055351,PAY055428,804,201
FEE055352,PAY055429,441,110
FEE055353,PAY055430,21,5
FEE055354,PAY055431,433,108
FEE055355,PAY055432,426,107
FEE055356,PAY055433,514,129
FEE055357,PAY055434,784,196
FEE055358,PAY055435,760,190
FEE055359,PAY055436,513,128
FEE055360,PAY055437,176,44
FEE055361,PAY055438,832,208
FEE055362,PAY055439,316,79
FEE055363,PAY055440,722,181
FEE055364,PAY055441,177,44
FEE055365,PAY055442,529,132
FEE055366,PAY055443,282,71
FEE055367,PAY055444,26,7
FEE055368,PAY055445,435,109
FEE055369,PAY055446,110,28
FEE055370,PAY055447,320,80
FEE055371,PAY055448,782,196
FEE055372,PAY055449,222,56
FEE055373,PAY055450,222,56
FEE055374,PAY055451,630,158
FEE055375,PAY055452,73,18
FEE055376,PAY055453,765,191
FEE055377,PAY055454,208,52
FEE055378,PAY055455,679,170
FEE055379,PAY055456,221,55
FEE055380,PAY055457,460,115
FEE055381,PAY055458,928,232
FEE055382,PAY055459,80,20
FEE055383,PAY055460,206,52
FEE055384,PAY055461,120,30
FEE055385,PAY055462,358,90
FEE055386,PAY055463,602,150
FEE055387,PAY055464,875,219
FEE055388,PAY055465,296,74
FEE055389,PAY055466,817,204
FEE055390,PAY055467,503,126
FEE055391,PAY055468,553,138
FEE055392,PAY055469,156,39
FEE055393,PAY055470,894,224
FEE055394,PAY055471,927,232
FEE055395,PAY055472,653,163
FEE055396,PAY055473,731,183
FEE055397,PAY055474,512,128
FEE055398,PAY055475,878,220
FEE055399,PAY055476,752,188
FEE055400,PAY055477,553,138
FEE055401,PAY055478,226,56
FEE055402,PAY055479,282,71
FEE055403,PAY055480,206,52
FEE055404,PAY055481,515,129
FEE055405,PAY055482,320,80
FEE055406,PAY055483,736,184
FEE055407,PAY055484,352,88
FEE055408,PAY055485,360,90
FEE055409,PAY055486,436,109
FEE055410,PAY055487,326,82
FEE055411,PAY055488,687,172
FEE055412,PAY055489,112,28
FEE055413,PAY055490,499,125
FEE055414,PAY055491,63,16
FEE055415,PAY055492,385,96
FEE055416,PAY055493,553,138
FEE055417,PAY055494,436,109
FEE055418,PAY055495,249,62
FEE055419,PAY055496,310,78
FEE055420,PAY055497,766,192
FEE055421,PAY055498,123,31
FEE055422,PAY055499,802,201
FEE055423,PAY055500,833,208
FEE055424,PAY055501,801,200
FEE055425,PAY055502,695,174
FEE055426,PAY055503,551,138
FEE055427,PAY055504,733,183
FEE055428,PAY055505,478,120
FEE055429,PAY055506,51,13
FEE055430,PAY055507,631,158
FEE055431,PAY055508,213,53
FEE055432,PAY055509,486,121
FEE055433,PAY055510,433,108
FEE055434,PAY055511,920,230
FEE055435,PAY055512,626,156
FEE055436,PAY055513,585,146
FEE055437,PAY055514,73,18
FEE055438,PAY055515,83,21
FEE055439,PAY055516,68,17
FEE055440,PAY055517,248,62
FEE055441,PAY055518,51,13
FEE055442,PAY055519,442,110
FEE055443,PAY055520,946,236
FEE055444,PAY055521,472,118
FEE055445,PAY055522,520,130
FEE055446,PAY055523,735,184
FEE055447,PAY055524,775,194
FEE055448,PAY055525,576,144
FEE055449,PAY055526,100,25
FEE055450,PAY055527,945,236
FEE055451,PAY055528,88,22
FEE055452,PAY055529,408,102
FEE055453,PAY055530,849,212
FEE055454,PAY055531,201,50
FEE055455,PAY055532,950,238
FEE055456,PAY055533,547,137
FEE055457,PAY055534,345,86
FEE055458,PAY055535,436,109
FEE055459,PAY055536,467,117
FEE055460,PAY055537,170,43
FEE055461,PAY055538,535,134
FEE055462,PAY055539,857,214
FEE055463,PAY055540,696,174
FEE055464,PAY055541,481,120
FEE055465,PAY055542,231,58
FEE055466,PAY055543,910,227
FEE055467,PAY055544,436,109
FEE055468,PAY055545,520,130
FEE055469,PAY055546,760,190
FEE055470,PAY055547,475,119
FEE055471,PAY055548,956,239
FEE055472,PAY055549,298,75
FEE055473,PAY055550,750,187
FEE055474,PAY055551,317,79
FEE055475,PAY055552,424,106
FEE055476,PAY055553,373,93
FEE055477,PAY055554,127,32
FEE055478,PAY055555,607,152
FEE055479,PAY055556,738,184
FEE055480,PAY055557,911,228
FEE055481,PAY055558,751,188
FEE055482,PAY055559,717,179
FEE055483,PAY055560,97,24
FEE055484,PAY055561,338,84
FEE055485,PAY055562,299,75
FEE055486,PAY055563,180,45
FEE055487,PAY055564,437,109
FEE055488,PAY055565,602,150
FEE055489,PAY055566,394,98
FEE055490,PAY055567,336,84
FEE055491,PAY055568,250,63
FEE055492,PAY055569,617,154
FEE055493,PAY055570,22,6
FEE055494,PAY055571,275,69
FEE055495,PAY055572,587,147
FEE055496,PAY055573,783,196
FEE055497,PAY055574,412,103
FEE055498,PAY055575,951,238
FEE055499,PAY055576,340,85
FEE055500,PAY055577,104,26
FEE055501,PAY055578,864,216
FEE055502,PAY055579,912,228
FEE055503,PAY055580,746,187
FEE055504,PAY055581,541,135
FEE055505,PAY055582,622,156
FEE055506,PAY055583,779,195
FEE055507,PAY055584,934,234
FEE055508,PAY055585,948,237
FEE055509,PAY055586,384,96
FEE055510,PAY055587,682,171
FEE055511,PAY055588,842,211
FEE055512,PAY055589,895,224
FEE055513,PAY055590,807,202
FEE055514,PAY055591,329,82
FEE055515,PAY055592,186,46
FEE055516,PAY055593,449,112
FEE055517,PAY055594,600,150
FEE055518,PAY055595,130,32
FEE055519,PAY055596,191,48
FEE055520,PAY055597,935,234
FEE055521,PAY055598,529,132
FEE055522,PAY055599,96,24
FEE055523,PAY055600,101,25
FEE055524,PAY055601,512,128
FEE055525,PAY055602,705,176
FEE055526,PAY055603,25,6
FEE055527,PAY055604,570,143
FEE055528,PAY055605,685,171
FEE055529,PAY055606,174,44
FEE055530,PAY055607,211,53
FEE055531,PAY055608,519,130
FEE055532,PAY055609,631,158
FEE055533,PAY055610,273,68
FEE055534,PAY055611,331,83
FEE055535,PAY055612,338,85
FEE055536,PAY055613,573,143
FEE055537,PAY055614,670,167
FEE055538,PAY055615,34,8
FEE055539,PAY055616,570,142
FEE055540,PAY055617,727,182
FEE055541,PAY055618,169,42
FEE055542,PAY055619,893,223
FEE055543,PAY055620,948,237
FEE055544,PAY055621,306,77
FEE055545,PAY055622,180,45
FEE055546,PAY055623,791,198
FEE055547,PAY055624,230,57
FEE055548,PAY055625,255,64
FEE055549,PAY055626,817,204
FEE055550,PAY055627,245,61
FEE055551,PAY055628,494,124
FEE055552,PAY055629,44,11
FEE055553,PAY055630,447,112
FEE055554,PAY055631,356,89
FEE055555,PAY055632,286,72
FEE055556,PAY055633,715,179
FEE055557,PAY055634,496,124
FEE055558,PAY055635,559,140
FEE055559,PAY055636,71,18
FEE055560,PAY055637,126,32
FEE055561,PAY055638,915,229
FEE055562,PAY055639,707,177
FEE055563,PAY055640,767,192
FEE055564,PAY055641,453,113
FEE055565,PAY055642,798,200
FEE055566,PAY055643,707,177
FEE055567,PAY055644,382,96
FEE055568,PAY055645,352,88
FEE055569,PAY055646,677,169
FEE055570,PAY055647,515,129
FEE055571,PAY055648,938,235
FEE055572,PAY055649,902,225
FEE055573,PAY055650,55,14
FEE055574,PAY055651,631,158
FEE055575,PAY055652,696,174
FEE055576,PAY055653,409,102
FEE055577,PAY055654,363,91
FEE055578,PAY055655,175,44
FEE055579,PAY055656,530,133
FEE055580,PAY055657,926,231
FEE055581,PAY055658,516,129
FEE055582,PAY055659,171,43
FEE055583,PAY055660,641,160
FEE055584,PAY055661,523,131
FEE055585,PAY055662,780,195
FEE055586,PAY055663,665,166
FEE055587,PAY055664,746,186
FEE055588,PAY055665,91,23
FEE055589,PAY055666,68,17
FEE055590,PAY055667,586,146
FEE055591,PAY055668,900,225
FEE055592,PAY055669,398,99
FEE055593,PAY055670,271,68
FEE055594,PAY055671,333,83
FEE055595,PAY055672,152,38
FEE055596,PAY055673,27,7
FEE055597,PAY055674,271,68
FEE055598,PAY055675,413,103
FEE055599,PAY055676,665,166
FEE055600,PAY055677,785,196
FEE055601,PAY055678,716,179
FEE055602,PAY055679,909,227
FEE055603,PAY055680,571,143
FEE055604,PAY055681,73,18
FEE055605,PAY055682,364,91
FEE055606,PAY055683,862,216
FEE055607,PAY055684,133,33
FEE055608,PAY055685,368,92
FEE055609,PAY055686,516,129
FEE055610,PAY055687,266,66
FEE055611,PAY055688,795,199
FEE055612,PAY055689,393,98
FEE055613,PAY055690,90,23
FEE055614,PAY055691,739,185
FEE055615,PAY055692,744,186
FEE055616,PAY055693,652,163
FEE055617,PAY055694,137,34
FEE055618,PAY055695,840,210
FEE055619,PAY055696,542,136
FEE055620,PAY055697,827,207
FEE055621,PAY055698,621,155
FEE055622,PAY055699,545,136
FEE055623,PAY055700,917,229
FEE055624,PAY055701,878,220
FEE055625,PAY055702,536,134
FEE055626,PAY055703,727,182
FEE055627,PAY055704,22,6
FEE055628,PAY055705,53,13
FEE055629,PAY055706,782,196
FEE055630,PAY055707,599,150
FEE055631,PAY055708,270,67
FEE055632,PAY055709,563,141
FEE055633,PAY055710,213,53
FEE055634,PAY055711,783,196
FEE055635,PAY055712,380,95
FEE055636,PAY055713,921,230
FEE055637,PAY055714,278,70
FEE055638,PAY055715,416,104
FEE055639,PAY055716,828,207
FEE055640,PAY055717,424,106
FEE055641,PAY055718,51,13
FEE055642,PAY055719,790,197
FEE055643,PAY055720,451,113
FEE055644,PAY055721,808,202
FEE055645,PAY055722,287,72
FEE055646,PAY055723,342,85
FEE055647,PAY055724,492,123
FEE055648,PAY055725,930,233
FEE055649,PAY055726,227,57
FEE055650,PAY055727,892,223
FEE055651,PAY055728,41,10
FEE055652,PAY055729,85,21
FEE055653,PAY055730,864,216
FEE055654,PAY055731,317,79
FEE055655,PAY055732,635,159
FEE055656,PAY055733,756,189
FEE055657,PAY055734,203,51
FEE055658,PAY055735,307,77
FEE055659,PAY055736,475,119
FEE055660,PAY055737,483,121
FEE055661,PAY055738,180,45
FEE055662,PAY055739,282,70
FEE055663,PAY055740,236,59
FEE055664,PAY055741,510,127
FEE055665,PAY055742,724,181
FEE055666,PAY055743,427,107
FEE055667,PAY055744,180,45
FEE055668,PAY055745,957,239
FEE055669,PAY055746,626,156
FEE055670,PAY055747,484,121
FEE055671,PAY055748,366,91
FEE055672,PAY055749,83,21
FEE055673,PAY055750,614,153
FEE055674,PAY055751,529,132
FEE055675,PAY055752,679,170
FEE055676,PAY055753,260,65
FEE055677,PAY055754,692,173
FEE055678,PAY055755,134,33
FEE055679,PAY055756,442,111
FEE055680,PAY055757,139,35
FEE055681,PAY055758,844,211
FEE055682,PAY055759,925,231
FEE055683,PAY055760,584,146
FEE055684,PAY055761,335,84
FEE055685,PAY055762,288,72
FEE055686,PAY055763,412,103
FEE055687,PAY055764,760,190
FEE055688,PAY055765,638,160
FEE055689,PAY055766,298,75
FEE055690,PAY055767,704,176
FEE055691,PAY055768,537,134
FEE055692,PAY055769,695,174
FEE055693,PAY055770,724,181
FEE055694,PAY055771,848,212
FEE055695,PAY055772,590,147
FEE055696,PAY055773,287,72
FEE055697,PAY055774,823,206
FEE055698,PAY055775,458,114
FEE055699,PAY055776,681,170
FEE055700,PAY055777,23,6
FEE055701,PAY055778,532,133
FEE055702,PAY055779,815,204
FEE055703,PAY055780,381,95
FEE055704,PAY055781,663,166
FEE055705,PAY055782,626,157
FEE055706,PAY055783,166,42
FEE055707,PAY055784,531,133
FEE055708,PAY055785,92,23
FEE055709,PAY055786,724,181
FEE055710,PAY055787,75,19
FEE055711,PAY055788,124,31
FEE055712,PAY055789,288,72
FEE055713,PAY055790,733,183
FEE055714,PAY055791,120,30
FEE055715,PAY055792,542,136
FEE055716,PAY055793,184,46
FEE055717,PAY055794,330,83
FEE055718,PAY055795,419,105
FEE055719,PAY055796,568,142
FEE055720,PAY055797,26,6
FEE055721,PAY055798,167,42
FEE055722,PAY055799,588,147
FEE055723,PAY055800,296,74
FEE055724,PAY055801,53,13
FEE055725,PAY055802,711,178
FEE055726,PAY055803,952,238
FEE055727,PAY055804,397,99
FEE055728,PAY055805,836,209
FEE055729,PAY055806,21,5
FEE055730,PAY055807,595,149
FEE055731,PAY055808,423,106
FEE055732,PAY055809,432,108
FEE055733,PAY055810,937,234
FEE055734,PAY055811,860,215
FEE055735,PAY055812,415,104
FEE055736,PAY055813,954,238
FEE055737,PAY055814,534,133
FEE055738,PAY055815,352,88
FEE055739,PAY055816,406,102
FEE055740,PAY055817,283,71
FEE055741,PAY055818,624,156
FEE055742,PAY055819,380,95
FEE055743,PAY055820,173,43
FEE055744,PAY055821,673,168
FEE055745,PAY055822,618,155
FEE055746,PAY055823,401,100
FEE055747,PAY055824,510,128
FEE055748,PAY055825,521,130
FEE055749,PAY055826,475,119
FEE055750,PAY055827,224,56
FEE055751,PAY055828,121,30
FEE055752,PAY055829,164,41
FEE055753,PAY055830,816,204
FEE055754,PAY055831,835,209
FEE055755,PAY055832,430,107
FEE055756,PAY055833,402,100
FEE055757,PAY055834,252,63
FEE055758,PAY055835,25,6
FEE055759,PAY055836,364,91
FEE055760,PAY055837,544,136
FEE055761,PAY055838,889,222
FEE055762,PAY055839,227,57
FEE055763,PAY055840,452,113
FEE055764,PAY055841,219,55
FEE055765,PAY055842,246,61
FEE055766,PAY055843,241,60
FEE055767,PAY055844,243,61
FEE055768,PAY055845,578,145
FEE055769,PAY055846,634,159
FEE055770,PAY055847,192,48
FEE055771,PAY055848,337,84
FEE055772,PAY055849,733,183
FEE055773,PAY055850,877,219
FEE055774,PAY055851,418,104
FEE055775,PAY055852,125,31
FEE055776,PAY055853,106,27
FEE055777,PAY055854,347,87
FEE055778,PAY055855,616,154
FEE055779,PAY055856,493,123
FEE055780,PAY055857,103,26
FEE055781,PAY055858,174,43
FEE055782,PAY055859,471,118
FEE055783,PAY055860,749,187
FEE055784,PAY055861,371,93
FEE055785,PAY055862,474,119
FEE055786,PAY055863,549,137
FEE055787,PAY055864,825,206
FEE055788,PAY055865,871,218
FEE055789,PAY055866,712,178
FEE055790,PAY055867,514,128
FEE055791,PAY055868,142,36
FEE055792,PAY055869,233,58
FEE055793,PAY055870,78,20
FEE055794,PAY055871,390,97
FEE055795,PAY055872,463,116
FEE055796,PAY055873,541,135
